CAMIS,DBA,CUISINE.DESCRIPTION,full.address
41543826,UMBERTO'S CLAM HOUSE,Italian,"mulberry street 132 , NY, US"
41580444,SUBWAY,Sandwiches/Salads/Mixed Buffet,"church street 297 , NY, US"
41705067,SAKAMAI,Asian,"ludlow street 157 , NY, US"
41614624,ISLAND COFFEE SHOP,American,"manor road 407 , NY, US"
41227603,NITA NITA,American,"wythe avenue 146 , NY, US"
50006208,LA OZEN ASIAN FUSION CUISINE,Asian,"amsterdam ave 760 , NY, US"
41652187,GOLDEN CORNER NOODLES,Chinese,"college point boulevard 4215 , NY, US"
40362715,THE COUNTRY CAFE,Sandwiches/Salads/Mixed Buffet,"wall street 60 , NY, US"
50001124,BRAZIL BRAZIL RESTUARANT,Brazilian,"west 46 street 330 , NY, US"
41708964,CONCORD GARDEN RESTAURANT,Chinese,"amsterdam avenue 990 , NY, US"
50006404,149 STEAM FISH,Seafood,"e 149th st 500 , NY, US"
41392014,C & C DELI COFFEE SHOP & DELI,Delicatessen,"eastchester road 2438 , NY, US"
41357087,TRINCITI ROTI SHOP & RESTAURANT,Caribbean,"lefferts boulevard 11105 , NY, US"
50010000,BLOOMBERG 731 LEX,American,"lexington ave 731 , NY, US"
41675471,El Crucero Restaurant & Grill,Spanish,"east  138 street 339 , NY, US"
41453018,ROCK BAR,American,"christopher street 185 , NY, US"
50043454,RICURAS DEL REY BAKERY & RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","woodhaven blvd 8706 , NY, US"
50003773,MI TIERRA COFFEE SHOP,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt ave 5406 , NY, US"
50009336,CAFE EDELWEISS,Russian,"kings hwy 1715 , NY, US"
50004076,EL POTRERO SPORT BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","greenpoint ave 4612 , NY, US"
50018554,CIN CHINESE RESTAURANT,Chinese,"bowne st 4181 , NY, US"
50002394,PALERMO ITALIAN RESTAURANT,Italian,"21 street 23-92 , NY, US"
40720133,BAGEL HOUSE,Bagels/Pretzels,"northern boulevard 8918 , NY, US"
41576522,EL NUEVO VALLE #2 RESTAURANT LECHONERA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east  180 street 855 , NY, US"
50019276,OH BAGELS CAFE,Delicatessen,"union st 34-30 , NY, US"
41177886,HILTON TIMES SQUARE,American,"west   42 street 234 , NY, US"
41692024,PANDA BAKERY,Bakery,"8 avenue 4118 , NY, US"
40889676,UNO CAFE & BILLIARDS,American,"roosevelt avenue 7801 , NY, US"
40752011,CAFE AMORE'S RESTAURANT,Pizza,"chambers street 14751 , NY, US"
41407650,WARREN 77,American,"warren street 77 , NY, US"
40385157,PANGEA RESTAURANT,Mediterranean,"2 avenue 178 , NY, US"
50005552,MJ PIZZA,Pizza,"1st ave 1976 , NY, US"
50014233,Q'KACHAPA,Spanish,"saint nicholas ave 1552 , NY, US"
40726811,RELIABLE FOOD,American,"east   54 street 59 , NY, US"
41125769,CAFE LAFAYETTE,French,"south portland avenue 99 , NY, US"
40392872,MOLLY'S,Irish,"3 avenue 287 , NY, US"
50034762,TRANS AM CAFE,Caf̩/Coffee/Tea,"wyckoff ave 915 , NY, US"
41447979,CHEN'S FOO HAI,Chinese,"boston road 2036 , NY, US"
50009062,LTAUHA RESTAURANT,American,"myrtle ave 5550 , NY, US"
41087075,BETWEEN THE BREAD,American,"west   55 street 145 , NY, US"
40401487,BETH TORAH KOSHER CATERERS,Jewish/Kosher,"queens boulevard 10606 , NY, US"
41583613,CHELSEA DELI & PIZZA,Delicatessen,"10 avenue 301 , NY, US"
41097180,NINJA RESTAURANT,Japanese,"hudson street 25 , NY, US"
40861103,MARIO'S PIZZA,Pizza,"francis lewis boulevard 24410 , NY, US"
41262497,MCDONALD'S,Hamburgers,"broadway 2049 , NY, US"
40386976,LUPE'S EAST L.A. KITCHEN,Mexican,"avenue of the americas 110 , NY, US"
50007381,EUROPAN CAFE,American,"jfk intl airport TERMINAL 8 , NY, US"
40402266,UNFORGETTABLE LOUNGE,American,"sutphin boulevard 11222 , NY, US"
41185699,JOHNNY ROCKETS,American,"cooper avenue 8028 , NY, US"
41563768,TOP COM TAM NINH KIEU VIETNAMESE RESTAURANT,Asian,"jerome avenue 2641 , NY, US"
40850857,STARBUCKS,Caf̩/Coffee/Tea,"west   56 street 120 , NY, US"
50016062,BIG BEAR BUBBLE TEA,Caf̩/Coffee/Tea,"broadway 8115 , NY, US"
50011091,THE SQUEEZE,"Juice, Smoothies, Fruit Salads","w 54th st 550 , NY, US"
41347625,EAT & GO ISTANBUL/NEW YORK,Sandwiches,"jfk airport 0 , NY, US"
41558494,CHINESE FRIED CHICKEN,Chinese,"east  174 street 985 , NY, US"
41627744,SILVER PALACE,Chinese,"broadway 3846 , NY, US"
50037250,NEW ASIAN CUISINE,Chinese,"48th ave 4420 , NY, US"
41643867,DUNKIN' DONUTS,Donuts,"queens boulevard 9123 , NY, US"
41289876,EL MONTANERO BAKERY AND RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","myrtle avenue 5521 , NY, US"
41432519,RED STORM DINER @ ST. VINCENT'S HALL OF ST. JOHN'S UNIVERSITY,American,"utopia parkway 8000 , NY, US"
50019118,MAPO GALMAEGI,Korean,"roosevelt ave 13671 , NY, US"
41329576,FRANKLIN PARK/DUTCH BOY BURGER,American,"st johns place 618 , NY, US"
41287566,SUSHI TATSU JAPANESE RESTAURANT III,Japanese,"flatbush avenue 644 , NY, US"
50046390,BAGEL MARKET,Delicatessen,"7th ave 106 , NY, US"
40383009,CHA CHA'S BACKYARD GARDEN BAR & CAFE,Italian,"mulberry street 113 , NY, US"
41347101,COLADOR CAFE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","bedford avenue 1000 , NY, US"
40961653,FLOR DE MAYO RESTAURANT,Chinese/Cuban,"broadway 2651 , NY, US"
40388808,TERESA'S RESTURANT,Eastern European,"montague street 80 , NY, US"
50035110,MACARON CAFE,French,"w 36th st 152 , NY, US"
50056069,NA,Other,"broadway 4484 , NY, US"
41187577,HANSOL NUTRITION CENTER,Korean,"northern boulevard 16026 , NY, US"
41639740,SEAMSTRESS,American,"east   75 street 339 , NY, US"
50016010,M & J ASIAN RESTAURANT,Chinese,"e 14th st 600 , NY, US"
50033492,TEDDY'S BAR & GRILL,American,"berry st 96 , NY, US"
50036003,NEW LAHORI KABAB,Pakistani,"lexington ave 122 , NY, US"
50048303,THE BUTCHER'S DAUGHTER,Vegetarian,"hudson st 581 , NY, US"
41566071,DUNKIN' DONUTS,Donuts,"east   46 street 6 , NY, US"
41716209,AJISAI,Japanese,"lexington avenue 795 , NY, US"
41719126,DUNKIN' DONUTS,Donuts,"prospect avenue 839 , NY, US"
40390209,HAVELI INDIAN RESTAURANT,Indian,"second avenue 100 , NY, US"
41578677,SARAVANA BHAVAN,Indian,"lexington avenue 81 , NY, US"
41517779,HAPPY KITCHEN,Japanese,"37 avenue 8012 , NY, US"
50015724,HYATT HERALD SQUARE,American,"w 31st st 30 , NY, US"
50016821,MR. TONY PIZZERIA,Pizza/Italian,"cortelyou rd 308 , NY, US"
41476799,LUCKY BAKERY,Bakery,"kissena boulevard 4435 , NY, US"
41475942,BALABOOSTA,Middle Eastern,"mulberry street 214 , NY, US"
41660211,44TH STREET PIZZA,Pizza,"3 avenue 700 , NY, US"
50000141,BAY BAGELS,American,"bay parkway 6302 , NY, US"
50012582,WILLIE O's,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 3118 , NY, US"
41648196,VOILA 76,Sandwiches/Salads/Mixed Buffet,"2 avenue 1452 , NY, US"
41573739,CREPERIE,American,"macdougal street 112 , NY, US"
41634303,LA ESTRELLA TROPICAL,Spanish,"burke avenue 744 , NY, US"
41565552,SODEXO AMERICA,American,"west   13 street 123 , NY, US"
41329687,NANKING,Asian,"broadway 1634 , NY, US"
41330799,MIKE'S ISLAND GRILL RESTAURANT,Caribbean,"east 98 street 326 , NY, US"
50013096,MORRITO'S CAFE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","13th ave 4005 , NY, US"
41616865,SIMPLY SEAFOOD,Seafood,"white plains road 2542 , NY, US"
50000071,NEVADA DINER,American,"queens blvd 8026 , NY, US"
41670486,JAPAS 38,Japanese,"east   38 street 9 , NY, US"
50014831,OAXACA GREENWICH,Mexican,"greenwich ave 48 , NY, US"
41293936,MOMOFUKU NOODLE BAR,Asian,"1 avenue 171 , NY, US"
40655946,SAM'S RESTAURANT,Soul Food,"grand concourse 596 , NY, US"
40727750,UTSAV FESTIVE INDIA RESTAURANT,Indian,"avenue of americas 1185 , NY, US"
41396663,STAND 321,American,"east  161 street 1 , NY, US"
41398154,DONA BELLA  PIZZA,Pizza,"church street 154 , NY, US"
50018087,TAJ MAHAL,Indian,"5th ave 396 , NY, US"
41703307,BOSSA NOVA CIVIC CLUB,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","myrtle ave 1271 , NY, US"
41159246,DUBLIN HOUSE,Irish,"west   79 street 225 , NY, US"
41009687,CHIPOTLE MEXICAN GRILL,Mexican,"east   52 street 150 , NY, US"
50037605,LA COYA,Peruvian,"metropolitan ave 9835 , NY, US"
50046212,2ND CITY,Filipino,"hudson st 525 , NY, US"
50018143,ATWOOD KITCHEN & BAR,American,"2nd ave 986 , NY, US"
41541403,SAPPORO SUSHI RESTAURANT,Japanese,"richmond avenue 1650 , NY, US"
41717385,HEALTHY FRESH,Sandwiches/Salads/Mixed Buffet,"east  187 street 621 , NY, US"
41454384,K TOWN,Korean,"west   32 street 34 , NY, US"
50001778,PEET'S COFFEE/TEA/JETBOX,American,"jfk international airport NKA , NY, US"
41568417,ROMANOS FAMOUS PIZZA,Greek,"broadway 3221 , NY, US"
50001584,NORTHERN TERRITORY,American,"franklin st. 12 , NY, US"
40542427,SAKA GURA,Japanese,"east   43 street 211 , NY, US"
41372047,THE HOG PIT NEW YORK CITY,Barbecue,"west   26 street 37 , NY, US"
40786413,PRIVATE EYES,American,"west   45 street 320 , NY, US"
41328863,KROLEWSKIE JADLO,Polish,"fresh pond road 6621 , NY, US"
40994117,OLIVA GOURMET / 225 BISTRO,American,"broadway 225 , NY, US"
50035551,DRINK,American,"franklin ave 768 , NY, US"
50034269,FIKA,Caf̩/Coffee/Tea,"w 41st st 114 , NY, US"
41463456,DUNKIN' DONUTS,Donuts,"hylan boulevard 2425 , NY, US"
50012014,KENNEDY CHICKEN & PIZZA,American,"2nd ave 2409 , NY, US"
41311907,KENNEDY FRIED CHICKEN,Chicken,"lexington avenue 1774 , NY, US"
41250834,IL NOCELLO RISTORANTE ITALIANO,Italian,"150 street 1427 , NY, US"
41623268,MAGURO SUSHI,Japanese,"east   28 street 160 , NY, US"
50043385,EMPANADA MAMA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","allen st 95 , NY, US"
41662634,FRESCO GELATERIA,"Ice Cream, Gelato, Yogurt, Ices","2 avenue 138 , NY, US"
41649180,SUBWAY,Sandwiches/Salads/Mixed Buffet,"west   39 street 32 , NY, US"
41481622,MUSCLE MAKER GRILL,American,"murray street 10 , NY, US"
50016672,HAPPY FORTUNE II,Chinese,"manor rd 770 , NY, US"
41521807,SARGE'S,Delicatessen,"3 avenue 548 , NY, US"
40806615,CAFE RENAISSANCE,Jewish/Kosher,"kings highway 802-804 , NY, US"
41677944,CONRAD FAMOUS BAKERY,Bakery,"utica avenue 299 , NY, US"
50000261,NEW YORK SUSHI KO,Japanese,"clinton street 91 , NY, US"
41242907,CROSS BRONX PIZZERIA,Pizza,"castle hill ave 1105 , NY, US"
41713509,DUNKIN' DONUTS,Donuts,"beach  116 street 267 , NY, US"
50000805,RED MANGO,"Ice Cream, Gelato, Yogurt, Ices","18th ave 6604 , NY, US"
40860493,CARMINE'S RESTAURANT,American,"liberty avenue 14646 , NY, US"
41715982,MUI KITCHEN & BAR,American,"west   32 street 10 , NY, US"
41572874,SOMETHING'S COOKING CATERING,American,"39 avenue 2210 , NY, US"
41046913,THE CONTINENTAL,Jewish/Kosher,"rutledge street 75 , NY, US"
41364406,FRANCIS LEWIS PASTRY SHOP,Bakery,"francis lewis boulevard 2593 , NY, US"
41530574,WTF COFFEE & TEA,Caf̩/Coffee/Tea,"willoughby avenue 47 , NY, US"
50032596,THE FOOD SERMON,Caribbean,"rogers ave 355 , NY, US"
41370420,DUNKIN' DONUTS,Donuts,"hylan boulevard 1300 , NY, US"
40665610,MANHATTAN COURTYARD,American,"3 avenue 866 , NY, US"
41555711,LI'S HAPPY FAMILY,Chinese,"new dorp lane 8 , NY, US"
50045422,DOMINIC'S GOURMET PIZZA,Pizza,"allerton ave 1015 , NY, US"
41389636,MR. VIGG'S,American,"mosholu avenue 5670 , NY, US"
50008130,COCO,"Juice, Smoothies, Fruit Salads","kissena blvd 4140 , NY, US"
41046353,BROOKLYN EXPOSURE,American,"bedford avenue 1401 , NY, US"
50039214,WALDORF-ASTORIA 2ND FL KITCHEN,American,"park ave 301 , NY, US"
41362200,NAYA MEZZE & GRILL,Middle Eastern,"2 avenue 1057 , NY, US"
40393051,FRIEND'S TAVERN,"Bottled beverages, including water, sodas, juices, etc.","roosevelt avenue 7811 , NY, US"
41455585,KA KA BAKERY,Chinese,"avenue u 1505 , NY, US"
41624158,BATTERSBY,American,"smith street 255 , NY, US"
50033733,ICHIBANTEI,Japanese,"e 13th st 401 , NY, US"
41698355,SBARRO,Pizza/Italian,"flatbush avenue 2509 , NY, US"
50012808,CALLE DAO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","w 39th st 38 , NY, US"
40996669,MANNY'S BAKERY & RESTAURANT,Filipino,"union turnpike 16118 , NY, US"
50002591,RECLAMATION BAR,American,"metropolitan avenue 817 , NY, US"
41519256,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,Jewish/Kosher,"main street 7272 , NY, US"
41536647,HAVANA CAFE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east tremont avenue 3151 , NY, US"
40597763,GREAT JONES CAFE,American,"great jones st 54 , NY, US"
50001261,TACOMBI AT FONDA NOLITA,Mexican,"elizabeth street 267 , NY, US"
41459911,PARIS THEATRE,American,"west   58 street 4 , NY, US"
40724246,MCDONALD'S,Hamburgers,"roosevelt avenue 13661 , NY, US"
50041332,E NOODLE HOUSE,Chinese,"kissena blvd 5908 , NY, US"
41680573,MEI WEI HONG KONG RESTAURANT,Chinese,"broadway 1126 , NY, US"
50000083,KENNEDY FRIED CHICKEN,Chicken,"grand concourse 2310 , NY, US"
50035436,NATUREES,Vegetarian,"e 1st st 21 , NY, US"
40395516,ALPHA DONUTS,American,"queens boulevard 4516 , NY, US"
50016867,MAPLE RESTAURANT,American,"w 47th st 157 , NY, US"
41701096,652 LIN'S GARDEN,Chinese,"seneca avenue 652 , NY, US"
41702431,BOMBAY JUNCTION/PIZZA KING,Indian,"avenue of the americas 1013 , NY, US"
41394169,PIAZZA PIZZA,Pizza,"42 street 3106 , NY, US"
41703928,SEL RROSE,French,"delancey street 1 , NY, US"
41639473,SERAFINA,American,"broadway 2178 , NY, US"
40756403,LAGUARDIA COURTYARD HOTEL BY MARRIOTT,American,"grand central parkway 9010 , NY, US"
41560911,ANTALIA TURKISH CUISINE,Turkish,"west   45 street 17 , NY, US"
41304987,KING'S WOK,Chinese,"bedford avenue 1473 , NY, US"
41636803,WOK N ROLL KITCHEN,Chinese,"church avenue 1821 , NY, US"
41712865,CLEMENTE'S MARYLAND CRAB HOUSE,American,"emmons avenue 3939 , NY, US"
41651652,END OF THE CENTURY BAR,American,"metropolitan avenue 10408 , NY, US"
40815640,APPLEBEE'S,American,"26 avenue 21329 , NY, US"
40788706,KELLY'S RESTAURANT & PIZZA,American,"137 avenue 16975 , NY, US"
50005595,PLATINUM LOUNGE,Chinese,"fuller pl 4116 , NY, US"
41026458,RICARDO STEAK HOUSE,Steak,"2 avenue 2145 , NY, US"
41596546,MARGON RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","west   46 street 136 , NY, US"
41326216,NONNA'S OLD FASHIONED PIZZERIA / NONNA'S BAGELS,Pizza/Italian,"brower court 27 , NY, US"
41474503,SHAKE SHACK,Hamburgers,"west   44 street 300 , NY, US"
50000995,THE MEATBALL SHOP,American,"2nd avenue 1462 , NY, US"
41141330,TOASTIES,American,"john street 25 , NY, US"
50003110,CROWN FRIED CHICKEN,Chicken,"clarkson ave 1109 , NY, US"
50001824,YOOBERRY FROZEN YOGURT,"Ice Cream, Gelato, Yogurt, Ices","sheepshead bay road 1501 , NY, US"
41707875,NEW GOLDEN STAR RESTAURANT,Chinese,"broadway 4247 , NY, US"
40716118,DO HWA,Korean,"carmine street 55 , NY, US"
50053669,FAMOUS CALABRIA PIZZERIA,Pizza/Italian,"saint james pl 27 , NY, US"
41628876,THE GREEN DOOR,"Bottled beverages, including water, sodas, juices, etc.","west   57 street 600 , NY, US"
41670561,MARIO'S PIZZERIA,Pizza,"101 avenue 10212 , NY, US"
50045724,SIX HAPPINESS,Chinese,"2nd ave 1413 , NY, US"
40545820,JP'S BAR,American,"gravesend neck road 2953 , NY, US"
50007363,BABA COOL,American,"lafayette ave 64 , NY, US"
41087130,FRESH & CO,American,"lexington avenue 569 , NY, US"
41608874,DUNKIN' DONUTS,American,"manor road 764 , NY, US"
50000697,UNCLE'S SHACK & GRILL,American,"rogers av 1117 , NY, US"
40390547,STAGE DOOR DELI,Delicatessen,"vesey street 26 , NY, US"
41316782,1 Banana Queen,American,"east mt eden avenue 6 , NY, US"
40535391,CAFE CHAMPIGNON,French,"7 avenue 200 , NY, US"
50011542,FLAMING KITCHEN,Chinese,"bowery 97 , NY, US"
50047392,MY BELLY'S PLAYLIST,American,"w 35th st 218 , NY, US"
50000415,KATCH BREWERY & GRILL,American,"newtown ave 3119 , NY, US"
40385873,RAY'S PIZZA,Pizza,"7 avenue 829-831 , NY, US"
41304936,DRAM SHOP,American,"9 street 339 , NY, US"
40931569,JOE'S PIZZA,Pizza,"east  233 street 703 , NY, US"
50000471,SHORTY'S,American,"pearl st 62 , NY, US"
50043186,AMITY HALL,American,"amsterdam ave 982 , NY, US"
41410214,TRATTORIA PESCHE PASTA,Italian,"bleecker st bsmt &1/fl 262 , NY, US"
40398367,MCDONALD'S,Hamburgers,"stratton street 3001 , NY, US"
41338955,PHO BANG RESTAURANT,Vietnamese/Cambodian/Malaysia,"broadway 8290 , NY, US"
50046743,LAS NUEVAS DELICIAS DE ACAPULCO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jamaica ave 7615 , NY, US"
40807227,MARY'S FISH CAMP,Seafood,"west    4 street 246 , NY, US"
41246004,FLEX MUSSELS,American,"east   82 street 174 , NY, US"
41576339,ASYA INDIAN RESTAURANT,Indian,"henry street 46 , NY, US"
50034232,Relish Caterers,American,"3rd ave 2501 , NY, US"
40891881,A & B DELI & CATERING,American,"rockaway boulevard 12620 , NY, US"
40369017,PALM TOO,American,"2 avenue 840 , NY, US"
50047334,MELTKRAFT,Sandwiches,"8th ave 1000S , NY, US"
50032779,VAN LEEUWEN ARTISAN ICE CREAM,Caf̩/Coffee/Tea,"waverly pl 181 , NY, US"
50004695,PALACE RESTAURANT,Chinese,"roosevelt ave 13655 , NY, US"
50000473,JUAN BAR,Mexican,"roosevelt ave 9615D , NY, US"
41715716,EL JOBITO RESTAURANT,Spanish,"st nicholas avenue 1579 , NY, US"
50036141,MY BAKERY NY,Bakery,"7th ave 5902 , NY, US"
41721226,IRVING FARM COFFEE ROASTERS,Caf̩/Coffee/Tea,"grand central terminal 9 , NY, US"
41227319,JULIETTE,French,"north    5 street 135 , NY, US"
50035349,KANG RONG CHINESE RESTAURANT,Chinese,"college ave 1064 , NY, US"
50051765,LA POLLERA DE MARIO,Spanish,"greenpoint ave 4120 , NY, US"
41394528,FRESH TO YOU CAFE (HOME DEPOT PARKING LOT),American,"avery avenue 13135 , NY, US"
41559772,KENNEDY FRIED CHICKEN,American,"creston avenue 2463 , NY, US"
41641017,16 HANDLES,"Ice Cream, Gelato, Yogurt, Ices","30 avenue 3707 , NY, US"
41146469,ANI PIZZA,Pizza,"25 avenue 4318 , NY, US"
40592207,PICASSO PIZZERIA,Pizza/Italian,"south end avenue 303 , NY, US"
41528851,GOOD TASTE RESTAURANT,Chinese,"29 street 3801 , NY, US"
41577509,RED MANGO,"Ice Cream, Gelato, Yogurt, Ices","junction boulevard 6135 , NY, US"
41217329,ISLAND GRILL,Caribbean,"glenwood road 5501 , NY, US"
50009238,ESEX LOUNGE,American,"jamaica ave 13115 , NY, US"
41092947,M & K SPANISH RESTAURANT,Spanish,"bay street 190 , NY, US"
40916630,M&G Restaurant,American,"arthur avenue 2390 , NY, US"
50012051,TACO GRILL,Tex-Mex,"w 72nd st 146 , NY, US"
41584112,WESTIN HOTEL,Continental,"east   42 street 212 , NY, US"
40400049,PANYA/AUTRE KYOYA,Japanese,"stuyvesant street 810 , NY, US"
50011230,CAFE FREDERICK HARLEM PARLOR,American,"frederick douglass blvd 2104 , NY, US"
50038562,TREAT HOUSE,American,"2nd ave 1566 , NY, US"
41685091,SPIRO'S CAFE & PIZZA,Spanish,"4 avenue 942 , NY, US"
41620333,BEIJING HOUSE,Chinese,"wilson avenue 553 , NY, US"
40926286,WHITE BEAR,Chinese,"roosevelt avenue 13502 , NY, US"
50015801,NHA MINH,Vietnamese/Cambodian/Malaysia,"morgan ave 485 , NY, US"
41432714,SWEET AFTON,American,"34 street 3009 , NY, US"
50000948,N RICO CAFE RESTAURANT,American,"southern blvd 801 , NY, US"
50046350,NEW SUN DELI,Caf̩/Coffee/Tea,"e 189th st 416 , NY, US"
41634737,BISTRO CATERERS,American,"west   51 street 147 , NY, US"
40791454,LA CABANA JARABACOA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","fresh pond road 6513 , NY, US"
50036715,BLUESTONE LANE,Caf̩/Coffee/Tea,"e 90th st 2 , NY, US"
40604755,PATSY'S PIZZERIA,Pizza/Italian,"university place 67 , NY, US"
40678235,BOURBON STREET,American,"bell boulevard 4012 , NY, US"
50047418,CHEZ MATY ET SOKHNA,African,"adam clayton powell jr blvd 2249 , NY, US"
40999249,HEARTLAND BAGELS,Bagels/Pretzels,"richmond avenue 2311 , NY, US"
50035399,PANINO ITALIANO,Italian,"avenue n 5801 , NY, US"
41450417,DELTA SKY CLUB (BARTENDER SERVICE TERMINAL D DELTA DEPARTURE),American,"la guardia airport 0 , NY, US"
40596246,GYRO KING,Greek,"walton avenue 2450 , NY, US"
41533985,MEXICOSINA,Mexican,"jackson avenue 503 , NY, US"
41617538,DUNKIN' DONUTS,Donuts,"avenue d 8925 , NY, US"
41670240,LA GRINGA,Tex-Mex,"grand street 800 , NY, US"
41322119,AMIGOS,Mexican,"broadway 2888 , NY, US"
41568372,MICHAEL'S CAFE,American,"39 avenue 2705 , NY, US"
50002889,KINFOLK STUDIOS,American,"wythe ave. 90 , NY, US"
40698410,ROCKYS & NICKYS PIZZERIA,Pizza/Italian,"colonial road 6824 , NY, US"
41353384,Steinway Pizza Restaurant,Pizza,"steinway street 3151 , NY, US"
41372258,EDDIE'S HERO PLACE,American,"4 avenue 6917 , NY, US"
50010590,SUGARBURG,American,"metropolitan ave 519 , NY, US"
41013755,RUMOURS,American,"8 avenue 933 , NY, US"
41630826,LAND OF PLENTY,Chinese,"east   58 street 204 , NY, US"
50036288,SUNDANCE CAFE,American,"queens blvd 12036A , NY, US"
50007717,AKA MY HOUSE,Armenian,"sheepshead bay rd 1650 , NY, US"
50039082,EL CASTILLO DE JAGUA II,Spanish,"grand st 521 , NY, US"
50043746,HU KITCHEN,American,"3rd ave 1536 , NY, US"
40667358,COPPOLA'S,Italian,"3 avenue 378 , NY, US"
41315391,SOOKK THAI RESTAURANT,Thai,"broadway 2686 , NY, US"
41582839,SUBWAY,Sandwiches/Salads/Mixed Buffet,"northern boulevard 20512 , NY, US"
41428009,LOS FLORENCIOS,Bakery,"myrtle avenue 1479 , NY, US"
41610168,JIMMY'S,American,"calyer street 90 , NY, US"
41531166,SUBWAY,Sandwiches,"east  149 street 837 , NY, US"
41306113,HONG KONG KITCHEN,Chinese,"broadway 2510 , NY, US"
40958136,SIX BLOCKS BAKERY CAFE,American,"laguardia airport 0 , NY, US"
50009001,KLONG,Thai,"saint marks pl 7 , NY, US"
50047077,HANANA,"Ice Cream, Gelato, Yogurt, Ices","nassau ave 99 , NY, US"
41284245,MARIA'S BISTRO MEXICANO,Mexican,"5 avenue 886 , NY, US"
40375286,LA VILLA DE PIZZA & RESTAURANT,Pizza,"153 avenue 8207 , NY, US"
40892845,YAKINIKU WEST RESTAURANT,Japanese,"east    9 street 218 , NY, US"
41508685,HAPPY GARDEN,Chinese,"wilson avenue 188 , NY, US"
50001724,GASTRONOMIA CULINARIA,Italian,"west 106 53 , NY, US"
41600233,Chao Fang Restaurant,Korean,"union street 3440 , NY, US"
40366586,SHIMONS KOSHER PIZZA,Jewish/Kosher,"main street 7124 , NY, US"
50053228,SUMNER CAFE,Caf̩/Coffee/Tea,"decatur st 144 , NY, US"
41166914,EAT ON 8TH,American,"west 26 street 601 , NY, US"
41269792,PRETZEL KING,Bagels/Pretzels,"165 street 8902 , NY, US"
40573309,THE GATE,American,"fifth avenue 321 , NY, US"
40795021,TAO RESTAURANT,Asian,"east   58 street 42 , NY, US"
41588095,ALL ABOUT FOOD,Delicatessen,"east   58 street 16 , NY, US"
41443240,DUNKIN' DONUTS,Donuts,"union square east 40 , NY, US"
41494911,NAPOLI PIZZA,Pizza,"victory boulevard 1206 , NY, US"
50018728,KHAO SARN,Thai,"bedford ave 338 , NY, US"
41605151,MEXICUE,Mexican,"7 avenue 345 , NY, US"
40571696,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"sutphin boulevard 9058 , NY, US"
41214993,SUNSET DINER,American,"meeker ave 593 , NY, US"
41647630,KHAN LOUNGE,Caf̩/Coffee/Tea,"steinway street 2581 , NY, US"
50007618,GRAN MORSI,Italian,"warren st 22 , NY, US"
41552490,DOSA GARDEN SRI LANKA RESTAURANT,Indian,"victory boulevard 323 , NY, US"
50007210,BONJOUR CREPES & WINE,French,"lexington ave 1442 , NY, US"
41202725,DUNKIN' DONUTS,Donuts,"37 avenue 7520 , NY, US"
40620325,BOND ST,Japanese,"bond street 6 , NY, US"
40823428,EL BOQUERON TAPAS BAR & RESTAURANT,Tapas,"34 avenue 3101 , NY, US"
41648717,ANGELITOS DE LA NOCHE,Spanish,"kings highway 263 , NY, US"
41333361,CUCINA MIA,Italian,"victory boulevard 1898 , NY, US"
40739378,TOM'S DELICIOUS PIZZA,Pizza,"broadway 3161 , NY, US"
41322332,"DUNKIN' DONUTS, BASKIN ROBBINS",American,"rockaway boulevard 9405 , NY, US"
50007765,FOUR SQUARED FLAVORS,American,"greenpoint ave 4512 , NY, US"
41408351,LE PAIN QUOTIDIEN,Sandwiches,"east   53 street 7 , NY, US"
41638581,HAAB TAQUERIA,Mexican,"6 avenue 396 , NY, US"
41715918,DELI PIZZA PIZZERIA & TAQUERIA,Spanish,"35 avenue 7020 , NY, US"
50051444,SANT SALSA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","rockaway beach blvd 9519 , NY, US"
41712257,EURO CAFE,American,"jfk international airpor 0 , NY, US"
50010825,CHILL BAR & HOOKAH LOUNGE,Other,"5th ave 7810 , NY, US"
41476013,VESUVIO BAKERY,Bakery,"prince street 160 , NY, US"
50002024,AZIZA 7 CAFE,Middle Eastern,"avenue z 2113 , NY, US"
41533270,PORSENA,Italian,"east    7 street 2123 , NY, US"
