CAMIS,DBA,CUISINE.DESCRIPTION,full.address
41546344,AUNTIE ANNE'S PRETZELS,Hotdogs/Pretzels,"jfk international airport 0 , NY, US"
40560949,CORT THEATRE,American,"west   48 street 138 , NY, US"
50043049,MONTE GRAB & GO MARKET,American,"eastchester rd 1790 , NY, US"
40369482,ARMANDO'S PIZZA,Pizza,"pennsylvania avenue 1366 , NY, US"
50037688,NEW SUNNY RESTAURANT,Chinese,"utica ave 69 , NY, US"
41419984,JEWISH GUILD FOR THE BLIND Cafe,American,"west   65 street 15 , NY, US"
40861141,CASA PROMESA,American,"east  175 street 308 , NY, US"
41123512,SUBWAY,Sandwiches,"forest avenue 1351 , NY, US"
41611929,DOTORI (ON ROOSEVELT AVE),Korean,"northern boulevard 15408 , NY, US"
41166331,PAPA JOHN'S,Pizza,"fulton street 1111 , NY, US"
41477055,PAPASITO MEXICAN GRILL,Mexican,"dyckman street 223 , NY, US"
41554963,COLOMBIA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","5 avenue 376 , NY, US"
41276645,ECUATORIANA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","amsterdam avenue 16851687 , NY, US"
40709138,THALIA,American,"8 avenue 828 , NY, US"
41271730,AMC THEATRES,American,"2 avenue 570 , NY, US"
40366473,TIO PEPE,Seafood,"west    4 street 168 , NY, US"
50043665,MEXICO EN LA PIEL,Mexican,"5th ave 5904 , NY, US"
41089876,SARABETH'S,American,"central park south 40 , NY, US"
50018903,NORTHERN TIGER,Chinese,"liberty st 225 , NY, US"
50042839,LATIN BITES,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","e 70th st 419 , NY, US"
50040506,CORSO COFFEE,Caf̩/Coffee/Tea,"w 27th st 537 , NY, US"
50012857,SUSHI MAMBO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","w 202nd st 431 , NY, US"
41533306,99 CENT EXPRESS PIZZA,Pizza,"west   43 street 301 , NY, US"
41058103,SUBWAY,Delicatessen,"queens plaza south 2720 , NY, US"
50008090,ARTS AND CRAFTS BEER PARLOR,American,"w 8th st 26 , NY, US"
50017920,OUTBACK STEAKHOUSE,American,"gateway dr 355 , NY, US"
50044165,CAFFE BENE,Caf̩/Coffee/Tea,"saint marks pl 24 , NY, US"
41385076,TEN TAN,Chinese,"dekalb avenue 3507 , NY, US"
50002662,POPEYES LOUISIANA KITCHEN,American,"57 avenue 96-23 , NY, US"
50006230,SARKURA JAPAN,Japanese,"165th st 8902 , NY, US"
40368338,BRADY'S BAR,American,"2 avenue 1583 , NY, US"
41397768,CAFFE LA NOTTE,Caf̩/Coffee/Tea,"stillwell avenue 2023 , NY, US"
50006046,LITTLE CAESARS,Pizza,"pennsylvania ave 1110 , NY, US"
50034996,WINE DISCIPLES ENOTECA,Italian,"w 29th st 133 , NY, US"
40785565,BILLYMARKS WEST,American,"9 avenue 332 , NY, US"
41264019,POCO,Spanish,"avenue b 33 , NY, US"
40699514,CITY LOBSTER & STEAK,Seafood,"avenue of the americas 1251 , NY, US"
40393772,INDO CHINE,Asian,"lafayette street 430 , NY, US"
40372971,RACQUET & TENNIS CLUB,American,"park avenue 370 , NY, US"
50036787,A WIN XIN KITCHEN,Chinese,"wilson ave 615 , NY, US"
41694278,BURGER KING,Hamburgers,"foster avenue 8002 , NY, US"
41044394,DUNKIN' DONUTS,Donuts,"avenue x 2928 , NY, US"
50032722,LINCOLN FRIED CHICKEN,Chicken,"westchester ave 1487 , NY, US"
50044906,GREAT CHINA RESTAURANT,Chinese,"forest ave 2154 , NY, US"
41050494,DOMINO'S,Pizza,"onderdonk avenue 815 , NY, US"
50040391,RIVER DOCK CAFE,American,"richmond ter 1 , NY, US"
40514507,ST. MARKS ALE HOUSE,American,"st marks place 2 , NY, US"
50000853,TASTY DELI,American,"broadway 4020 , NY, US"
40574209,THROGS NECK CLIPPER,American,"east tremont avenue 3599 , NY, US"
50000214,DOLLY'S ITALIAN ICES,"Ice Cream, Gelato, Yogurt, Ices","avenue t 5805 , NY, US"
41381177,CITY VIEW RACQUET CLUB,American,"32 place 4334 , NY, US"
40964282,BUTTERMILK BAR,American,"5 avenue 577 , NY, US"
41678140,LITTLE CAESARS,Pizza,"broadway 5625 , NY, US"
41366873,SMORGAS CHEF AT SCANDINAVIA HOUSE,Scandinavian,"park avenue 58 , NY, US"
50008562,NRGIZE LIFE STYLE CAFE,"Juice, Smoothies, Fruit Salads","eastchester rd 1776 , NY, US"
41332399,555 VIVACAFE,American,"bergen avenue 555 , NY, US"
40811405,AU BON PAIN,American,"6 avenue 1251 , NY, US"
50053346,COFFEE TOSSY,Other,"greenpoint ave 4214 , NY, US"
40582335,THE VILLAGE LANTERN,American,"bleecker street 167 , NY, US"
41647941,FRATELLI PIZZERIA,Pizza/Italian,"seguine avenue 27 , NY, US"
41388390,CHINA GARDEN RESTARANT,Chinese,"forest avenue 6692 , NY, US"
50045126,YUMMY GOLDEN VILLAGE,Tex-Mex,"glenwood rd 5912 , NY, US"
41705491,SABOR TORIBIO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","wilson avenue 446 , NY, US"
41012277,CHEZ MACOULE RESTAURANT,Creole,"rogers avenue 1115 , NY, US"
50034266,WITLOF,French,"bedford avenue 292 , NY, US"
50007470,LE BAOBAB-GOUYGUI RESTAURANT,African,"w 116th st 120 , NY, US"
41692902,STRIP HOUSE,Steak,"west   44 street 15 , NY, US"
40840590,POPEYES LOUISIANA KITCHEN,Chicken,"fulton street 1422 , NY, US"
50043413,BENEMON,Japanese,"e 4th st 108 , NY, US"
41560794,JIMBO'S HAMBURGER,American,"east tremont avenue 515 , NY, US"
40855120,FRED'S AT BARNEY'S,Italian,"madison avenue 660 , NY, US"
50000207,QUALITY ITALIAN STEAKHOUSE,Italian,"west 57 street 57 , NY, US"
41619215,"AU BON PAIN, ANDALE MEXICAN GRILL",American,"university avenue 2155 , NY, US"
50045139,NEW DRAGON CHINESE FOOD,Chinese,"162nd st 4512 , NY, US"
50052988,NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,American,"southern blvd 2900 , NY, US"
50016261,O'NEILL'S RESTAURANT & BAR,Irish,"forest ave 1614 , NY, US"
41440569,GOLDEN CHINA,Chinese,"sutter avenue 1013 , NY, US"
40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"horace harding expressway 15367 , NY, US"
41333314,IL CAFFE LATTE,Caf̩/Coffee/Tea,"lenox avenue 189 , NY, US"
50038965,BESPOKE KITCHEN,American,"hudson st 615 1/2 , NY, US"
41299324,LITTLE PURITY,American,"7 avenue 390 , NY, US"
41712236,D & R HEALTH & NUTRITION/ HERBALIFE,Caf̩/Coffee/Tea,"roosevelt avenue 5514 , NY, US"
40709458,PAN FINO,Bakery,"northern boulevard 8501 , NY, US"
40395774,CARUSO PIZZERIA & RESTAURANT,Pizza/Italian,"smith street 150 , NY, US"
50038289,BEACH CAFE,Eastern European,"brighton 6th st 3152 , NY, US"
50045208,LITTLE BASIL THAI,Thai,"e 26th st 153 , NY, US"
40383931,FLASH DANCERS,American,"broadway 1674 , NY, US"
41135587,EVERYTHING GOES BOOK CAFE,American,"bay street 208 , NY, US"
50019110,EL MANANTIAL,Spanish,"corona ave 9018 , NY, US"
41640801,VILLAGE GRILL,Mediterranean,"yellowstone boulevard 7301 , NY, US"
50008894,IVAN RAMEN,Japanese,"clinton st 25 , NY, US"
41199482,THE CHERRY TREE BAR/ SOUTH BROOKLYN PIZZA,American,"4 avenue 65 , NY, US"
41645910,SUBWAY,American,"westchester avenue 1957 , NY, US"
50056317,NA,Other,"6th ave 555 , NY, US"
50014372,ORIENTAL PALACE,Chinese,"mermaid ave 3018 , NY, US"
41539016,SUBWAY,Sandwiches,"gateway center blvd 610 , NY, US"
50001965,VENTURO OSTERIA &WINE BAR,Italian,"queens blvd 44-07 , NY, US"
41511300,BABYLON,Turkish,"east   34 street 208 , NY, US"
50037311,POLANCO'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","108th st 3313 , NY, US"
41070120,LOCUST POINT YACHT CLUB,American,"longstreet avenue 21 , NY, US"
41240424,HILL COUNTRY,Barbecue,"west   26 street 30 , NY, US"
41362561,ILLY/VELOCITY BAR (EC2),American,"jfk international airport 0 , NY, US"
50033755,SCARLET NIGHT,American,"rockaway blvd 11604 , NY, US"
41618299,SUBWAY,American,"victory boulevard 1204 , NY, US"
41638918,ANGELO'S PIZZERIA,Pizza,"west   57 street 117 , NY, US"
41163086,MED EAST BAKERY,Bakery,"3 avenue 7808 , NY, US"
41289305,BAGELS 'N MORE,Bagels/Pretzels,"14 avenue 4305 , NY, US"
40732416,VARENICHNAYA - PELMINI VARENICHKY,Russian,"brighton 2 street 3086 , NY, US"
50040389,RIKO PERUVIAN CUISINE,Peruvian,"greenpoint ave 4523 , NY, US"
50043939,ONE & TWO FOODS,Chinese,"broadway 1336 , NY, US"
40685858,DEL FRISCO'S STEAKHOUSE,Steak,"avenue of the americas 1221 , NY, US"
50044925,AKI SUSHI AND GRILL,Chinese/Japanese,"2nd ave 720 , NY, US"
41647741,THE STANDARD EAST VILLAGE,American,"cooper square 25 , NY, US"
41264511,DUNKIN' DONUTS,American,"newkirk plaza 10 , NY, US"
50044034,PAPA JOHN'S,Pizza,"jerome ave 1979 , NY, US"
50035100,MALLY'S  ANTOJITOS MEXICANOS,Mexican,"seneca ave 602 , NY, US"
50019235,JIN CHENG RESTAURANT,Chinese,"roosevelt ave 14238 , NY, US"
50045324,CARIDAD CHINA RESTAURANT,Spanish,"graham ave 108 , NY, US"
40569838,GLEN ROY BAR AND GRILL,American,"east  149 street 145 , NY, US"
41269725,STARBUCKS,Caf̩/Coffee/Tea,"jericho turnpike 25105 , NY, US"
41319107,BRASSERIE DU DRAGON,American,"39 avenue 13520 , NY, US"
50032762,MIS ANGELITOS BAKERY,Mexican,"5th ave 4003 , NY, US"
50041111,JOE BROADWAY'S SPORT CLUB,American,"hylan blvd 4029 , NY, US"
50039289,ROLLY KIMBAB,Korean,"springfield blvd 6123 , NY, US"
41394714,NEW FOOD KING,Chinese,"rockaway parkway 1460 , NY, US"
50043334,THE LITTLE BEET,Soups & Sandwiches,"penn plz 2 , NY, US"
41613545,NEW GOLDEN HOUSE,"Bottled beverages, including water, sodas, juices, etc.","flushing avenue 793 , NY, US"
41471288,THAT SUSHI SPOT,Japanese,"nostrand avenue 2462 , NY, US"
41668701,THE PENROSE,American,"2 avenue 1590 , NY, US"
50014180,WHITE STREET,American,"w broadway 221 , NY, US"
40850417,THE IRISH PUB,Irish,"7 avenue 837 , NY, US"
41655454,NEW ISLAND GARDEN,Chinese,"bay street 1364 , NY, US"
41427712,PANERA BREAD,American,"bell boulevard 2358 , NY, US"
50037474,FIKA,Caf̩/Coffee/Tea,"lexington ave 1331 , NY, US"
50006275,GO CATERING,American,"lispenard st 58 , NY, US"
41485121,BOHEMIAN BEER GARDEN,Czech,"24 avenue 2919 , NY, US"
40959339,FRATELLI'S MARKET PLACE,American,"wards island/2fl 0 , NY, US"
41679646,GREENWICH VILLAGE COMEDY CLUB,American,"macdougal street 99 , NY, US"
50042747,LANZHOU BEEF NOODLE,Chinese,"37th ave 13693 , NY, US"
50050306,DOLCE BROOKLYN,Italian,"van brunt st 305 , NY, US"
50019058,ASIAN BAY CHINESE FOOD,Asian,"sheepshead bay rd 1741 , NY, US"
41460812,FORBELL CAFE (U.S. POST OFFICE CAFETERIA),American,"forbell street 1050 , NY, US"
41471845,OREGANO PIZZA & FRIED CHICKEN,American,"31 avenue 8007 , NY, US"
41306786,DUNKIN' DONUTS,Caf̩/Coffee/Tea,"broadway 3600 , NY, US"
50043628,ANGRY BURGER,American,"broadway 4460 , NY, US"
40400754,RYAN MAGUIRE'S BAR & RESTAURANT,American,"cliff street 28 , NY, US"
50010496,CROWN FRIED CHICKEN,Chicken,"8th ave 2459 , NY, US"
41021991,EXTRA VIRGIN,Mediterranean,"west    4 street 259 , NY, US"
41543970,PAUSE CAFE,Caf̩/Coffee/Tea,"clinton sreet 3 , NY, US"
41713533,DUNKIN' DONUTS,Donuts,"rockaway beach boulevard 6820 , NY, US"
50015857,THE CHOCOLATE ROOM THREE,Other,"5th ave 51 , NY, US"
41643160,"HAAGEN- DAZS, BEER CART","Ice Cream, Gelato, Yogurt, Ices","penn plaza 2 , NY, US"
50036856,COFFEED,American,"w 40th st 41 , NY, US"
41221268,INTERNATIONAL COFFEE SHOP,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","myrtle avenue 5940 , NY, US"
41249394,THE GREY DOG'S COFFEE,American,"university place 90 , NY, US"
50001821,DAYS INN/THE ZONE BAR & RESTAURANT,American,"redding street 137-08 , NY, US"
50047527,CREME & SUGAR,Caf̩/Coffee/Tea,"catalpa ave 5842A , NY, US"
41215420,POPEYES LOUISIANA KITCHEN,Chicken,"west kingsbridge road 119 , NY, US"
50038951,GIOVANNIS TRATTORIA,Italian,"richmond ave 3800 , NY, US"
50000108,Los Tacos # 1,Spanish,"9th ave 75 , NY, US"
50000918,CHIPOTLE MEXICAN GRILL,Mexican,"1st avenue 1288-1290 , NY, US"
50016676,MAZEISH GRILL,Mediterranean,"rivington st 137 , NY, US"
41544542,PRET A MANGER,Soups & Sandwiches,"5 avenue 389 , NY, US"
41382150,SAPPHIRES EAST,American,"east   60 street 333 , NY, US"
50016154,AUNTIE ANNE'S KIOSK,Bagels/Pretzels,"kings plz 5100 , NY, US"
50003430,MISSION CANTINA,Mexican,"orchard st 172 , NY, US"
50006042,ABU DHABI LOUNGE,Mexican,"nagle ave 151 , NY, US"
40569448,EMPIRE WOK KITCHEN,Chinese,"beach channel drive 11407 , NY, US"
50048216,JOE & THE JUICE,"Juice, Smoothies, Fruit Salads","ave americas 1114 , NY, US"
41571277,VAN LEEUWEN ARTISAN ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","east    7 street 48 1/2 , NY, US"
50051746,PENG'S NOODLE FOLK,Asian,"1st ave 1659 , NY, US"
40856325,STARBUCKS,Caf̩/Coffee/Tea,"metropolitan avenue 1385 , NY, US"
41550291,TERRACE INN,American,"francis lewis boulevard 2005 , NY, US"
50052350,WILLDERNESS YARD,American,"rockaway beach blvd 9904A , NY, US"
40570278,STARBUCKS,Caf̩/Coffee/Tea,"7 avenue 370 , NY, US"
50046838,TASSO RESTAURANT AND BAKERY,Caribbean,"flatbush ave 1865 , NY, US"
41654607,BROOKLYN CRAB,Seafood,"reed st 24 , NY, US"
41701563,KUNG FU TEA,Caf̩/Coffee/Tea,"justice avenue 8612 , NY, US"
41513612,T2 - GO,Caf̩/Coffee/Tea,"oriental boulevard 2001 , NY, US"
41629685,JAMBA JUICE,"Juice, Smoothies, Fruit Salads","jfk international airport 0 , NY, US"
50032662,SCAVELLO'S ON THE ISLAND,Italian,"city island ave 101 , NY, US"
41183271,TASTE OF ARTICHOKE,Pizza,"laguardia airport 0 , NY, US"
50010010,ANAIAH RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","myrtle ave 744 , NY, US"
41611708,SILKS,"Bottled beverages, including water, sodas, juices, etc.","rockaway boulevard 11000 , NY, US"
41038585,LA TERRAZA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 3881 , NY, US"
41155536,38 DELI,Chinese,"58 street 968 , NY, US"
50048648,CORNER FOOD,Chinese,"40th rd 13524 , NY, US"
50009657,CASABLANCA GRILL,Middle Eastern,"1st ave 1132 , NY, US"
50004512,TIO LUCA,Spanish,"malcolm x blvd 421 , NY, US"
40978252,TALIA'S STEAKHOUSE,Steak,"amsterdam avenue 668 , NY, US"
50017917,DUMPLINGS AND THINGS,Chinese,"46th st 4526 , NY, US"
50016098,BEANNBEAN COFFEE,Caf̩/Coffee/Tea,"northern blvd 21021 , NY, US"
41486386,HUDSON COMMON,American,"west   58 street 356 , NY, US"
50015903,LATIN CABANA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","steinway st 3415 , NY, US"
41632879,UNCLE LOUIE GS ITALIAN ICES & ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","giffords lane 30 , NY, US"
41664640,POTBELLY SANDWICH WORKS,Sandwiches/Salads/Mixed Buffet,"east   52 street 150 , NY, US"
50017015,AL HORNO LEAN MEXICAN,Mexican,"2nd ave 1089 , NY, US"
41626013,BLOCKHEADS,Tex-Mex,"west   90 street 175 , NY, US"
41691968,HOTEL VETIVER,American,"39 avenue 2911 , NY, US"
41290437,HUAXCUAXTLA RESTAURANT,Mexican,"courtlandt avenue 605 , NY, US"
41688139,1876/BEERS OF BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.","atlantic avenue 620 , NY, US"
41437122,NEW DELICIOUS WOK,Chinese,"summerfield st 5952 , NY, US"
40394059,SANDY'S DELI & ROTI,Caribbean,"liberty avenue 12110 , NY, US"
40394770,WEMBLEY ATHLETIC CLUB,American,"east  239 street 550 , NY, US"
50054461,SHINY TEA NEW YORK,Caf̩/Coffee/Tea,"broadway 2667 , NY, US"
40394962,RUSSO'S ON THE BAY,American,"cross bay boulevard 16245 , NY, US"
50034843,GENUINE SUPERETTE,American,"grand st 191 , NY, US"
50001652,BUFFALO BOSS,American,"jay st 400 , NY, US"
41574613,RIEU CAFE,Caf̩/Coffee/Tea,"madison avenue 550 , NY, US"
50046164,CAFE BEIT,Caf̩/Coffee/Tea,"bedford ave 158 , NY, US"
41388901,MIMI JAPANESE RESTAURANT,Japanese,"amsterdam avenue 566 , NY, US"
50018979,CHARISMA BAY,Chinese,"86th st 2172 , NY, US"
50017150,MAMANI PIZZA,Pizza,"avenue a 151 , NY, US"
50002489,BIRDBATH NOVA,Bakery,"broadway 2244 , NY, US"
50010070,WENDY'S,American,"northern blvd 220-06 , NY, US"
50043277,POKEWORKS,Hawaiian,"w 37th st 63 , NY, US"
41541674,IHOP,American,"flatlands avenue 11000 , NY, US"
41365330,NEW EVERYBODY'S KITCHEN,Chinese,"midland avenue 581 , NY, US"
50040511,SAZON Y MAS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 4193 , NY, US"
50000758,YANG'S GOOD TASTE,Chinese,"e. 183rd street 209 , NY, US"
40809862,MCDONALD'S,Hamburgers,"sheffield avenue 15 , NY, US"
50006055,PAO & CHA CHA,Asian,"astoria blvd 2303 , NY, US"
50001372,SAYRAS WINE BAR,American,"rockaway beach blvd 9111 , NY, US"
40707194,MICHAEL'S RESTAURANT,Continental,"broadway 3317 , NY, US"
41529929,DUNKIN' DONUTS,Donuts,"knapp street 2302 , NY, US"
50041156,SAFIYAH BAKERY BITES CAFE,Bakery,"e 168th st 557 , NY, US"
50033707,CARRAGHER'S,Irish,"w 39th st 228 , NY, US"
50054456,NA,Other,"avenue of the americas 579 , NY, US"
41278894,SINGAS FAMOUS PIZZA,Pizza,"kissena boulevard 4369 , NY, US"
50016699,TU CASA,Spanish,"queens blvd 10311 , NY, US"
41464748,DIANA CENTER CAFETERIA,American,"broadway 3009 , NY, US"
50044484,BEST WOK,Chinese,"francis lewis blvd 13875 , NY, US"
50050809,DAIZEN JAPANESE FUSION RESTAURANT,Asian,"57th st 768 , NY, US"
41455838,NEW CHUNG MEE RESTAURANT,Chinese,"church avenue 3017 , NY, US"
40898366,ASHBY'S SPECIALTY,American,"broadway 120 , NY, US"
50001560,RED CORK,French,"west 58 street 330 , NY, US"
41153445,TACK'S CHINESE TAKE OUT,Chinese,"holden blvd 11 , NY, US"
41718733,CUTEST COOKIES,American,"giffords lane 30 , NY, US"
50038802,REGO PARK COFFEE SHOP,Caf̩/Coffee/Tea,"63rd dr 9414 , NY, US"
50048604,FARMERS RESTAURANT,Chinese,"86th st 1692 , NY, US"
50008620,USA SUPERHERO,Chinese,"saint anns ave 254 , NY, US"
50050524,YOO EVERGREEN,American,"e 98th st 504A , NY, US"
41630619,ONE MILE HOUSE,American,"delancy street 1012 , NY, US"
41261148,EL VALLE RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","melrose avenue 640 , NY, US"
40364531,CAFE ATELIER (ART STUDENTS LEAGUE),American,"west   57 street 215 , NY, US"
50011122,PRIMO 135,Italian,"7th ave s 135 , NY, US"
50044597,FRANKS PIZZA AND PASTA,Pizza/Italian,"white plains rd 3770 , NY, US"
41519649,SUBWAY,Sandwiches/Salads/Mixed Buffet,"jamaica avenue 11814 , NY, US"
50013585,BRUNSWICK PROSPECT PARK WEST,Australian,"prospect park w 240 , NY, US"
50014244,CHIKA,Mexican,"nostrand ave 814 , NY, US"
50034017,THE ESTAMINET,Caf̩/Coffee/Tea,"7th ave 107A , NY, US"
50005440,ROOF SPORTS BAR & GRILL,Caribbean,"nostrand ave 1805 , NY, US"
50046449,RABBIT  HOUSE,Japanese,"forsyth st 76 , NY, US"
41528838,GOOD BEER,"Bottled beverages, including water, sodas, juices, etc.","east    9 street 422 , NY, US"
50044877,THE HARD HATE CAFE,Soul Food,"bay st 90 , NY, US"
41317594,MARK FORGIONE,American,"reade street 134 , NY, US"
41161344,GOTTA GETTA BAGEL OF QUEENS,Bagels/Pretzels,"71 avenue 10709 , NY, US"
41702516,WING BISTRO,Pizza,"flatbush avenue 1066 , NY, US"
41428851,POPEYES LOUISIANA KITCHEN,Chicken,"hillside avenue 16624 , NY, US"
41657755,DONNA,American,"broadway 27 , NY, US"
40589507,CONNECTICUT MUFFIN,Bakery,"prospect park west 206 , NY, US"
40750338,MARIOTT MARQUIS/CROSSROADS BAR,American,"broadway 1535 , NY, US"
50007193,624 KAM HAI CHINESE FOOD,Chinese,"caton ave 624 , NY, US"
40911185,PAESANO'S PIZZA,Pizza,"bradley avenue 12 , NY, US"
50041845,VISANA,Italian,"1st ave 321 , NY, US"
41709170,CHINA 1 KITCHEN,Chinese,"main street 609 , NY, US"
50032580,KIKU ASIAN BISTRO,Asian,"lincoln pl 2 , NY, US"
41653930,RONG HUA CHINESE RESTAURANT,Chinese,"jamaica avenue 13119 , NY, US"
41056200,NEW PANDA,Chinese,"fresh pond road 6063 , NY, US"
50056251,KCG COFFEE BAR,Other,"vesey st 250 , NY, US"
50049519,DESIRED TASTE INTERNATIONAL FOOD,Chinese,"farrington st 3520 , NY, US"
50040243,ROMAGNA READY 2 GO,Italian,"bleecker st 182 , NY, US"
40376352,BLUE NOTE JAZZ,American,"west    3 street 131 , NY, US"
50052953,SWEETGREEN GANSEVOORT,Other,"gansevoort st 32 , NY, US"
50019107,TESHIGOTOYA,Japanese,"e 13th st 432 , NY, US"
50012613,PARK HYATT NEW YORK,American,"w 57th st 153 , NY, US"
50003996,100 montaditos,Spanish,"bleecker st 176 , NY, US"
41160885,HOP LEE RESTARANT,Chinese,"mott street 16 , NY, US"
50016118,PAPA JOHN'S,Pizza,"springfield blvd 13338 , NY, US"
41721535,ORTOBELLO RESTAURANT,Italian,"bay parkway 6401 , NY, US"
41222450,HIDE CHAN RAMEN,Japanese,"east   52 street 248 , NY, US"
50038757,LAIT CAFE,Jewish/Kosher,"livingston st 129 , NY, US"
50047809,DITMARS BAGELS,American,"31st st 2246 , NY, US"
50038836,MELTKRAFT,Sandwiches,"e 43rd st 151 , NY, US"
40703714,PALM RESTAURANT,Steak,"west   50 street 250 , NY, US"
40801605,BURGER KING,Hamburgers,"white plains road 2179 , NY, US"
41569069,CHINESE FRIED CHICKEN,Chinese,"lafayette avenue 13101312 , NY, US"
50048548,KENNEDY FRIED CHICKEN,Chicken,"bedford park blvd e 25 , NY, US"
40666989,MCDONALD'S,Hamburgers,"greenpoint avenue 4506 , NY, US"
41175260,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"union turnpike 16822 , NY, US"
50032991,MI GARBA,Other,"4th ave 129 , NY, US"
50036241,CAFE CON LECHE,Spanish,"2nd ave 2026 , NY, US"
41245387,PETIT CREVETTE,French,"union street 144 , NY, US"
41582768,L & K JAMAICAN RESTAURANT,Caribbean,"linden boulevard 17206 , NY, US"
41249167,UNCLE CHARLIE,American,"east 45 street 139 , NY, US"
50014537,NEGHBORHOOD COFFEE SHOP,American,"victory blvd 1734 , NY, US"
41122841,LANDMARK TAVERN,Irish,"11 avenue 626 , NY, US"
41054647,"GROVE SMOOTHIE KING, RED MANGO, ILLY","Juice, Smoothies, Fruit Salads","jfk international airpor 0 , NY, US"
41601496,LEE XING RESTAURANT,Chinese,"westchester avenue 3207 , NY, US"
41154687,67 Burger,Hamburgers,"lafayette avenue 67 , NY, US"
50018813,GLEESON'S SPORTS BAR,American,"broadway 6115 , NY, US"
50034275,D.B.A.,American,"1st ave 41 , NY, US"
50001259,MIMI AND COCO NY,Japanese,"rivington st 92 , NY, US"
50004348,FAIR WEATHER BUSHWICK,American,"wyckoff ave 274 , NY, US"
41448882,THE PULP AND THE BEAN,Caf̩/Coffee/Tea,"franklin avenue 809 , NY, US"
41463477,DUNKIN' DONUTS,Donuts,"forest avenue 770 , NY, US"
41658579,GRAVITY LOUNGE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","claremont parkway 400 , NY, US"
41359592,THAILAND RESTAURANT,Thai,"10 avenue 856 , NY, US"
40932764,CAFE METRO,American,"lexington avenue 370 , NY, US"
50039989,AUNTIE GUAN'S KITCHEN,Chinese,"e 23rd st 219 , NY, US"
50055402,NA,Other,"bainbridge ave 3111 , NY, US"
41515676,KYOTO,Japanese,"smith street 115 , NY, US"
41706076,LITTLE CAESARS,Pizza,"flatbush avenue 1482 , NY, US"
50042425,KAWAII JAPANESE,Jewish/Kosher,"avenue u 2706 , NY, US"
50044142,XIN BAO,Chinese,"guy r brewer blvd 13742 , NY, US"
50001969,LES CREPES & TAQUERIA,French,"essex street 25 , NY, US"
50009617,REPUBLIC BAR,Italian,"astoria blvd 3329 , NY, US"
